Item,ID_Calle,Nombre_Calle,ID_Calle_Origen,ID_Calle_Final,ID_Origen_intereccion,ID_Final_Interseccion,distancia_Km,velocidad,Costo1,Costo2,Latitud_Origen_Interseccion,Longitud_Origen_Interseccion,Latitud_Destino_Interseccion,Longitud_Destino_Interseccion
585,4831340,Av. Los Dominicos,1359116655,1359116547,55663,55364,0.1433416,60,0.002389,1000000,-12.0055598,-77.0993705,-12.0043999,-77.099944
586,4831340,Av. Los Dominicos,1359116547,1359116443,55364,54708,0.2245852,60,0.0037431,1000000,-12.0043999,-77.099944,-12.0025741,-77.1008242
587,4831340,Av. Los Dominicos,1359116443,1359116409,54708,55296,0.052944,60,0.0008824,1000000,-12.0025741,-77.1008242,-12.0021427,-77.1010302
588,4831340,Av. Los Dominicos,1359116409,1359116225,55296,55473,0.280566,60,0.0046761,1000000,-12.0021427,-77.1010302,-11.9998382,-77.1020668
589,4831340,Av. Los Dominicos,1359116225,1359116176,55473,3837,0.0478467,60,0.0007974,1000000,-11.9998382,-77.1020668,-11.9994778,-77.1023071
590,4831340,Av. Los Dominicos,1359116176,2533127580,3837,96442,0.019801,60,0.00033,1000000,-11.9994778,-77.1023071,-11.9993303,-77.1024091
591,4831340,Av. Los Dominicos,2533127580,1359115810,96442,55867,0.2709522,60,0.0045159,1000000,-11.9993303,-77.1024091,-11.9971341,-77.1034831
592,4831340,Av. Los Dominicos,1359115810,1359115776,55867,55287,0.0144386,60,0.0002406,1000000,-11.9971341,-77.1034831,-11.9970173,-77.1035411
593,4831340,Av. Los Dominicos,1359115776,1359115516,55287,55415,0.0870388,60,0.0014506,1000000,-11.9970173,-77.1035411,-11.996313,-77.1038903
594,4831340,Av. Los Dominicos,1359115516,31069782,55415,54729,0.1621097,60,0.0027018,1000000,-11.996313,-77.1038903,-11.9951735,-77.1048029
595,4831340,Av. Los Dominicos,31069782,1359115171,54729,55829,0.0639323,60,0.0010655,1000000,-11.9951735,-77.1048029,-11.9946155,-77.1049017
596,4831340,Av. Los Dominicos,1359115171,1359114801,55829,54659,0.1768866,60,0.0029481,1000000,-11.9946155,-77.1049017,-11.9931402,-77.1054684
597,4831340,Av. Los Dominicos,1359114801,31069790,54659,118,0.3184214,60,0.005307,1000000,-11.9931402,-77.1054684,-11.9906877,-77.1069064
604,4831347,Av. Saenz Pe�a,301456975,1798241687,120,86444,0.0325382,60,0.0005423,1000000,-12.059503,-77.1322782,-12.0594874,-77.1319794
605,4831347,Av. Saenz Pe�a,1798241687,1273731497,86444,46447,0.1047361,60,0.0017456,1000000,-12.0594874,-77.1319794,-12.059368,-77.131024
606,4831347,Av. Saenz Pe�a,1273731497,629244341,46447,11474,0.1649704,60,0.0027495,1000000,-12.059368,-77.131024,-12.0591938,-77.1295174
607,4831347,Av. Saenz Pe�a,629244341,301456976,11474,121,0.1595796,60,0.0026597,1000000,-12.0591938,-77.1295174,-12.0590959,-77.1280533
625,4831356,Alejandro Bertello Bollati,31069687,273431185,54611,2727,0.0201927,60,0.0003365,1000000,-12.0099008,-77.1062857,-12.010065,-77.1062064
651,4831386,Av. Jos� Granda,846536202,846536194,32558,17353,0.080747,60,0.0013458,1000000,-12.0274661,-77.0720751,-12.027727,-77.0713822
624,4831356,Alejandro Bertello Bollati,1743642567,31069687,126,54611,0.8075508,60,0.0134592,1000000,-12.0033485,-77.109488,-12.0099008,-77.1062857
626,4831356,Alejandro Bertello Bollati,273431185,273430904,2727,61573,1.0434746,60,0.0173912,1000000,-12.010065,-77.1062064,-12.0185038,-77.10201
627,4831356,Alejandro Bertello Bollati,273430904,31069556,61573,90643,0.1314863,60,0.0021914,1000000,-12.0185038,-77.10201,-12.0195785,-77.1015057
628,4831356,Alejandro Bertello Bollati,31069556,31069688,90643,170,0.0266886,60,0.0004448,1000000,-12.0195785,-77.1015057,-12.0197945,-77.1013987
629,4831356,Alejandro Bertello Bollati,31069688,599289768,170,10640,0.0388241,60,0.0006471,1000000,-12.0197945,-77.1013987,-12.0201094,-77.1012445
630,4831356,Alejandro Bertello Bollati,599289768,1842413084,10640,18620,0.1195881,60,0.0019931,1000000,-12.0201094,-77.1012445,-12.0210547,-77.1007201
631,4831356,Alejandro Bertello Bollati,1842413084,848387337,18620,18698,0.0113427,60,0.000189,1000000,-12.0210547,-77.1007201,-12.0211448,-77.1006712
632,4831356,Alejandro Bertello Bollati,848387337,848387327,18698,18690,0.1655357,60,0.0027589,1000000,-12.0211448,-77.1006712,-12.0224995,-77.1000401
633,4831356,Alejandro Bertello Bollati,848387327,1842413086,18690,18610,0.0227259,60,0.0003788,1000000,-12.0224995,-77.1000401,-12.0226776,-77.0999376
634,4831356,Alejandro Bertello Bollati,1842413086,31069689,18610,18705,0.0653216,60,0.0010887,1000000,-12.0226776,-77.0999376,-12.0232103,-77.0996844
635,4831356,Alejandro Bertello Bollati,31069689,848387299,18705,18659,0.1381274,60,0.0023021,1000000,-12.0232103,-77.0996844,-12.0243262,-77.0991264
636,4831356,Alejandro Bertello Bollati,848387299,848392023,18659,10619,0.0170868,60,0.0002848,1000000,-12.0243262,-77.0991264,-12.0244643,-77.0990575
637,4831356,Alejandro Bertello Bollati,848392023,848392024,10619,10618,0.0301726,60,0.0005029,1000000,-12.0244643,-77.0990575,-12.0247081,-77.0989357
638,4831356,Alejandro Bertello Bollati,848392024,848395726,10618,18931,0.181016,60,0.0030169,1000000,-12.0247081,-77.0989357,-12.0261709,-77.0982053
639,4831356,Alejandro Bertello Bollati,848395726,848395702,18931,18907,0.0378739,60,0.0006312,1000000,-12.0261709,-77.0982053,-12.0264774,-77.0980534
640,4831356,Alejandro Bertello Bollati,848395702,848395699,18907,18906,0.1310483,60,0.0021841,1000000,-12.0264774,-77.0980534,-12.0275364,-77.0975246
641,4831356,Alejandro Bertello Bollati,848395699,848395709,18906,18911,0.13541,60,0.0022568,1000000,-12.0275364,-77.0975246,-12.0286423,-77.0970033
642,4831356,Alejandro Bertello Bollati,848395709,848395716,18911,18914,0.0396892,60,0.0006615,1000000,-12.0286423,-77.0970033,-12.028957,-77.0968311
643,4831356,Alejandro Bertello Bollati,848395716,1273841070,18914,44107,0.0939459,60,0.0015658,1000000,-12.028957,-77.0968311,-12.0295742,-77.0962471
644,4831356,Alejandro Bertello Bollati,1273841070,603757967,44107,127,0.1941828,60,0.0032364,1000000,-12.0295742,-77.0962471,-12.0300847,-77.0945659
649,4831386,Av. Jos� Granda,31069434,846536201,114,17361,0.2254317,60,0.0037572,1000000,-12.0264707,-77.0752943,-12.0269917,-77.0733023
650,4831386,Av. Jos� Granda,846536201,846536202,17361,32558,0.1435097,60,0.0023918,1000000,-12.0269917,-77.0733023,-12.0274661,-77.0720751
652,4831386,Av. Jos� Granda,846536194,846730933,17353,17763,0.222579,60,0.0037097,1000000,-12.027727,-77.0713822,-12.0283575,-77.0695058
653,4831386,Av. Jos� Granda,846730933,846730658,17763,17711,0.1918583,60,0.0031976,1000000,-12.0283575,-77.0695058,-12.027907,-77.0678131
654,4831386,Av. Jos� Granda,846730658,560581382,17711,17716,0.1570562,60,0.0026176,1000000,-12.027907,-77.0678131,-12.0283033,-77.0664508
655,4831386,Av. Jos� Granda,560581382,846730737,17716,17739,0.2713529,60,0.0045225,1000000,-12.0283033,-77.0664508,-12.0295101,-77.0643571
656,4831386,Av. Jos� Granda,846730737,846730726,17739,17737,0.0402831,60,0.0006714,1000000,-12.0295101,-77.0643571,-12.0295652,-77.063991
657,4831386,Av. Jos� Granda,846730726,31036709,17737,17742,0.3108608,60,0.005181,1000000,-12.0295652,-77.063991,-12.0299293,-77.061158
658,4831386,Av. Jos� Granda,31036709,1379589988,17742,57724,0.0291658,60,0.0004861,1000000,-12.0299293,-77.061158,-12.0300009,-77.0609
659,4831386,Av. Jos� Granda,1379589988,846730978,57724,17078,0.0516569,60,0.0008609,1000000,-12.0300009,-77.0609,-12.0300423,-77.0604296
660,4831386,Av. Jos� Granda,846730978,846730847,17078,17758,0.1734388,60,0.0028906,1000000,-12.0300423,-77.0604296,-12.0294637,-77.0589652
661,4831386,Av. Jos� Granda,846730847,1379581563,17758,132,0.1023239,60,0.0017054,1000000,-12.0294637,-77.0589652,-12.0290679,-77.0581491
684,4831397,Avenida Peru,31069890,885686003,141,138,0.3145047,60,0.0052417,1000000,-12.0319298,-77.0770824,-12.0319644,-77.074192
685,4831397,Avenida Peru,885686003,885686041,138,17666,0.1371474,60,0.0022858,1000000,-12.0319644,-77.074192,-12.031966,-77.0729309
686,4831397,Avenida Peru,885686041,885686039,17666,17661,0.1841093,60,0.0030685,1000000,-12.031966,-77.0729309,-12.0319458,-77.0712381
687,4831397,Avenida Peru,885686039,885686054,17661,19475,0.0829404,60,0.0013823,1000000,-12.0319458,-77.0712381,-12.0319368,-77.0704755
688,4831397,Avenida Peru,885686054,885686008,19475,17673,0.0658979,60,0.0010983,1000000,-12.0319368,-77.0704755,-12.0319295,-77.0698696
689,4831397,Avenida Peru,885686008,885686012,17673,17689,0.1645107,60,0.0027418,1000000,-12.0319295,-77.0698696,-12.0319115,-77.068357
690,4831397,Avenida Peru,885686012,1273796292,17689,39926,0.0638824,60,0.0010647,1000000,-12.0319115,-77.068357,-12.0319323,-77.0677701
691,4831397,Avenida Peru,1273796292,138802889,39926,400,0.160259,60,0.002671,1000000,-12.0319323,-77.0677701,-12.0320813,-77.0663052
692,4831397,Avenida Peru,138802889,885687036,400,17707,0.1514532,60,0.0025242,1000000,-12.0320813,-77.0663052,-12.0322849,-77.0649282
693,4831397,Avenida Peru,885687036,31069895,17707,17701,0.0112381,60,0.0001873,1000000,-12.0322849,-77.0649282,-12.03231,-77.0648281
694,4831397,Avenida Peru,31069895,138802890,17701,17733,0.1415527,60,0.0023592,1000000,-12.03231,-77.0648281,-12.0324587,-77.0635354
695,4831397,Avenida Peru,138802890,138803601,17733,17726,0.1070696,60,0.0017845,1000000,-12.0324587,-77.0635354,-12.0325711,-77.0625576
696,4831397,Avenida Peru,138803601,846730763,17726,17747,0.1089657,60,0.0018161,1000000,-12.0325711,-77.0625576,-12.0326889,-77.0615629
697,4831397,Avenida Peru,846730763,846730694,17747,28012,0.1355016,60,0.0022584,1000000,-12.0326889,-77.0615629,-12.0328473,-77.0603275
698,4831397,Avenida Peru,846730694,846730794,28012,17755,0.0168025,60,0.00028,1000000,-12.0328473,-77.0603275,-12.0328669,-77.0601743
699,4831397,Avenida Peru,846730794,31069879,17755,142,0.2015746,60,0.0033596,1000000,-12.0328669,-77.0601743,-12.033178,-77.0583582
701,4831400,Av. Per�,31069986,31069924,140,136,0.3155978,60,0.00526,1000000,-12.0317968,-77.0778895,-12.0313984,-77.0807617
702,4831400,Av. Per�,31069924,846782204,136,17847,0.0283688,60,0.0004728,1000000,-12.0313984,-77.0807617,-12.031368,-77.0810207
703,4831400,Av. Per�,846782204,847503211,17847,17887,0.0968846,60,0.0016147,1000000,-12.031368,-77.0810207,-12.0312656,-77.0819054
704,4831400,Av. Per�,847503211,846782017,17887,17812,0.0928251,60,0.0015471,1000000,-12.0312656,-77.0819054,-12.0311648,-77.0827527
705,4831400,Av. Per�,846782017,847505393,17812,17844,0.1253707,60,0.0020895,1000000,-12.0311648,-77.0827527,-12.0310305,-77.0838973
706,4831400,Av. Per�,847505393,847509148,17844,17821,0.0303512,60,0.0005059,1000000,-12.0310305,-77.0838973,-12.030998,-77.0841744
707,4831400,Av. Per�,847509148,847505369,17821,17494,0.1410113,60,0.0023502,1000000,-12.030998,-77.0841744,-12.030847,-77.0854618
708,4831400,Av. Per�,847505369,847511647,17494,17535,0.0852704,60,0.0014212,1000000,-12.030847,-77.0854618,-12.0307557,-77.0862403
709,4831400,Av. Per�,847511647,847511606,17535,17957,0.1332277,60,0.0022205,1000000,-12.0307557,-77.0862403,-12.0306177,-77.0874572
710,4831400,Av. Per�,847511606,847512140,17957,55903,0.0838024,60,0.0013967,1000000,-12.0306177,-77.0874572,-12.0305257,-77.0882219
711,4831400,Av. Per�,847512140,847512143,55903,62745,0.0168523,60,0.0002809,1000000,-12.0305257,-77.0882219,-12.0305154,-77.0883765
712,4831400,Av. Per�,847512143,847512144,62745,17616,0.1423481,60,0.0023725,1000000,-12.0305154,-77.0883765,-12.0303395,-77.089673
713,4831400,Av. Per�,847512144,847513869,17616,18011,0.0970288,60,0.0016171,1000000,-12.0303395,-77.089673,-12.0302756,-77.0905628
714,4831400,Av. Per�,847513869,847512121,18011,17527,0.0927869,60,0.0015464,1000000,-12.0302756,-77.0905628,-12.0301901,-77.0914115
715,4831400,Av. Per�,847512121,847512125,17527,17588,0.1079758,60,0.0017996,1000000,-12.0301901,-77.0914115,-12.0300848,-77.0923985
716,4831400,Av. Per�,847512125,847512132,17588,17532,0.0950884,60,0.0015848,1000000,-12.0300848,-77.0923985,-12.0299921,-77.0932677
717,4831400,Av. Per�,847512132,31080533,17532,18095,0.0816435,60,0.0013607,1000000,-12.0299921,-77.0932677,-12.0299125,-77.094014
718,4831400,Av. Per�,31080533,848397415,18095,18953,0.0403589,60,0.0006726,1000000,-12.0299125,-77.094014,-12.0298649,-77.0943819
719,4831400,Av. Per�,848397415,603757969,18953,144,0.0137237,60,0.0002287,1000000,-12.0298649,-77.0943819,-12.0298487,-77.094507
722,4832777,Via de Evitamiento,31035811,31035814,58,65,0.1997562,120,0.0016646,1000000,-12.0379628,-77.0135305,-12.0367792,-77.0121487
724,4832854,Av. 9 de Octubre,1278939033,1805672090,148,86559,0.0564507,70,0.0008064,1000000,-12.0321864,-77.0123134,-12.0326597,-77.0124997
725,4832854,Av. 9 de Octubre,1805672090,1805672134,86559,27410,0.0644894,70,0.0009213,1000000,-12.0326597,-77.0124997,-12.0332308,-77.0125964
726,4832854,Av. 9 de Octubre,1805672134,1805672190,27410,86555,0.0828343,70,0.0011833,1000000,-12.0332308,-77.0125964,-12.0339726,-77.0126659
727,4832854,Av. 9 de Octubre,1805672190,1805672307,86555,86548,0.083195,70,0.0011885,1000000,-12.0339726,-77.0126659,-12.0347176,-77.0127363
728,4832854,Av. 9 de Octubre,1805672307,1805672339,86548,86545,0.0266655,70,0.0003809,1000000,-12.0347176,-77.0127363,-12.0349551,-77.0127702
729,4832854,Av. 9 de Octubre,1805672339,1805672442,86545,86557,0.0721115,70,0.0010302,1000000,-12.0349551,-77.0127702,-12.0355842,-77.0129295
730,4832854,Av. 9 de Octubre,1805672442,1805672570,86557,86558,0.0688115,70,0.000983,1000000,-12.0355842,-77.0129295,-12.0361868,-77.0130733
731,4832854,Av. 9 de Octubre,1805672570,1278938940,86558,86562,0.0863206,70,0.0012332,1000000,-12.0361868,-77.0130733,-12.0369407,-77.0132626
751,4832867,Abancay,563843254,1354143297,10496,154,0.1279921,70,0.0018285,1000000,-12.0578131,-77.0301105,-12.058955,-77.0299623
752,4832868,Abancay,31080125,31080118,155,150,0.2251681,30,0.0075056,1000000,-12.044841,-77.0250477,-12.0430329,-77.0241154
732,4832854,Av. 9 de Octubre,1278938940,1324511281,86562,19817,0.6108459,70,0.0087264,1000000,-12.0369407,-77.0132626,-12.0402251,-77.0176855
733,4832854,Av. 9 de Octubre,1324511281,31080097,19817,149,0.0323757,70,0.0004625,1000000,-12.0402251,-77.0176855,-12.0403425,-77.0179568
736,4832866,Abancay,31080113,563862400,152,153,0.2265693,30,0.0075523,1000000,-12.0430833,-77.0242765,-12.0449132,-77.0251929
737,4832867,Abancay,563862400,31080114,153,65399,0.0174286,70,0.000249,1000000,-12.0449132,-77.0251929,-12.0450125,-77.0253169
738,4832867,Abancay,31080114,31080115,65399,3592,0.1981962,70,0.0028314,1000000,-12.0450125,-77.0253169,-12.0465968,-77.026152
739,4832867,Abancay,31080115,262577184,3592,20067,0.1326042,70,0.0018943,1000000,-12.0465968,-77.026152,-12.0476568,-77.0267107
740,4832867,Abancay,262577184,262577271,20067,810,0.1328318,70,0.0018976,1000000,-12.0476568,-77.0267107,-12.0487186,-77.0272704
741,4832867,Abancay,262577271,262577376,810,812,0.1304208,70,0.0018632,1000000,-12.0487186,-77.0272704,-12.0497611,-77.02782
742,4832867,Abancay,262577376,31080126,812,814,0.1236633,70,0.0017666,1000000,-12.0497611,-77.02782,-12.0507496,-77.0283411
743,4832867,Abancay,31080126,885797846,814,20091,0.1232081,70,0.0017601,1000000,-12.0507496,-77.0283411,-12.0517345,-77.0288602
744,4832867,Abancay,885797846,315564988,20091,61083,0.1348611,70,0.0019266,1000000,-12.0517345,-77.0288602,-12.0528125,-77.0294285
745,4832867,Abancay,315564988,1831666956,61083,36638,0.0937239,70,0.0013389,1000000,-12.0528125,-77.0294285,-12.0535617,-77.0298234
746,4832867,Abancay,1831666956,885799716,36638,10489,0.1080599,70,0.0015437,1000000,-12.0535617,-77.0298234,-12.0544255,-77.0302787
747,4832867,Abancay,885799716,1830374075,10489,3666,0.0130093,70,0.0001858,1000000,-12.0544255,-77.0302787,-12.0545295,-77.0303335
748,4832867,Abancay,1830374075,31080129,3666,89790,0.0471199,70,0.0006731,1000000,-12.0545295,-77.0303335,-12.0549368,-77.0304515
749,4832867,Abancay,31080129,1830390035,89790,37018,0.1960564,70,0.0028008,1000000,-12.0549368,-77.0304515,-12.056688,-77.0302566
750,4832867,Abancay,1830390035,563843254,37018,10496,0.1261101,70,0.0018016,1000000,-12.056688,-77.0302566,-12.0578131,-77.0301105
754,4832881,Metropolitana,31043922,31080415,97,158,0.0226931,60,0.0003782,1000000,-11.9765787,-77.0593663,-11.9764482,-77.0595267
755,4832881,Metropolitana,31080415,1295957703,158,2701,0.0156965,60,0.0002616,1000000,-11.9764482,-77.0595267,-11.9763247,-77.0595966
756,4832881,Metropolitana,1295957703,1295959074,2701,46904,0.0980483,60,0.0016341,1000000,-11.9763247,-77.0595966,-11.9754451,-77.0596483
757,4832881,Metropolitana,1295959074,273428524,46904,46913,0.0503963,60,0.0008399,1000000,-11.9754451,-77.0596483,-11.9749919,-77.0596531
758,4832881,Metropolitana,273428524,1295958835,46913,46871,0.0372583,60,0.000621,1000000,-11.9749919,-77.0596531,-11.9746571,-77.0596669
759,4832881,Metropolitana,1295958835,1843511746,46871,46875,0.9544607,60,0.0159077,1000000,-11.9746571,-77.0596669,-11.9662546,-77.0614515
760,4832881,Metropolitana,1843511746,769223697,46875,2697,0.1582552,60,0.0026376,1000000,-11.9662546,-77.0614515,-11.9648618,-77.0617507
761,4832881,Metropolitana,769223697,31080420,2697,2694,0.0179297,60,0.0002988,1000000,-11.9648618,-77.0617507,-11.964704,-77.0617846
762,4832881,Metropolitana,31080420,1295958102,2694,46887,0.2507823,60,0.0041797,1000000,-11.964704,-77.0617846,-11.9625116,-77.0623254
763,4832881,Metropolitana,1295958102,31080421,46887,186,0.0964131,60,0.0016069,1000000,-11.9625116,-77.0623254,-11.9616677,-77.0625289
764,4832881,Metropolitana,31080421,31080422,186,164,0.034146,60,0.0005691,1000000,-11.9616677,-77.0625289,-11.9613716,-77.0626121
765,4832881,Metropolitana,31080422,273923291,164,2747,0.6391937,60,0.0106532,1000000,-11.9613716,-77.0626121,-11.9557471,-77.0638098
766,4832881,Metropolitana,273923291,273922618,2747,2742,0.0155401,60,0.000259,1000000,-11.9557471,-77.0638098,-11.955616,-77.0638593
767,4832881,Metropolitana,273922618,31080429,2742,159,0.3538122,60,0.0058969,1000000,-11.955616,-77.0638593,-11.9525423,-77.0646624
768,4832882,Metropolitana,549094256,273922619,160,2743,0.3672724,60,0.0061212,1000000,-11.9524761,-77.0648165,-11.9556667,-77.0639959
769,4832882,Metropolitana,273922619,273923292,2743,2746,0.0157226,60,0.000262,1000000,-11.9556667,-77.0639959,-11.9557984,-77.0639433
770,4832882,Metropolitana,273923292,273349943,2746,165,0.6386844,60,0.0106447,1000000,-11.9557984,-77.0639433,-11.9614215,-77.0627583
771,4832882,Metropolitana,273349943,549089857,165,185,0.0336639,60,0.0005611,1000000,-11.9614215,-77.0627583,-11.961715,-77.0626824
772,4832882,Metropolitana,549089857,549090019,185,2695,0.3464227,60,0.0057737,1000000,-11.961715,-77.0626824,-11.96474,-77.0619208
773,4832882,Metropolitana,549090019,549090057,2695,2696,0.0174366,60,0.0002906,1000000,-11.96474,-77.0619208,-11.964892,-77.0618814
774,4832882,Metropolitana,549090057,1296187382,2696,46876,0.1566816,60,0.0026114,1000000,-11.964892,-77.0618814,-11.966277,-77.0616163
775,4832882,Metropolitana,1296187382,549090121,46876,13013,1.150339,60,0.0191723,1000000,-11.966277,-77.0616163,-11.976428,-77.0596707
776,4832882,Metropolitana,549090121,1295958621,13013,161,0.012191,60,0.0002032,1000000,-11.976428,-77.0596707,-11.9765376,-77.0596737
777,4832882,Metropolitana,1295958621,1295958190,161,162,0.0345864,60,0.0005764,1000000,-11.9765376,-77.0596737,-11.9768483,-77.0596886
778,4832890,Av. Universitaria,1258298580,1305701554,163,47881,1.1830756,70,0.0169011,1000000,-11.9151397,-77.047991,-11.9248988,-77.0520285
779,4832890,Av. Universitaria,1305701554,1305701266,47881,47792,0.0241981,70,0.0003457,1000000,-11.9248988,-77.0520285,-11.9251135,-77.0520648
780,4832890,Av. Universitaria,1305701266,1258298854,47792,22085,0.0689766,70,0.0009854,1000000,-11.9251135,-77.0520648,-11.9257255,-77.0521683
781,4832890,Av. Universitaria,1258298854,1271067013,22085,22593,0.0133485,70,0.0001907,1000000,-11.9257255,-77.0521683,-11.9258446,-77.0521837
782,4832890,Av. Universitaria,1271067013,1305701543,22593,47864,0.0751399,70,0.0010734,1000000,-11.9258446,-77.0521837,-11.9265107,-77.0523
783,4832890,Av. Universitaria,1305701543,1305701442,47864,48110,0.0239273,70,0.0003418,1000000,-11.9265107,-77.0523,-11.9267228,-77.0523371
784,4832890,Av. Universitaria,1305701442,1305701570,48110,47926,0.2718481,70,0.0038835,1000000,-11.9267228,-77.0523371,-11.9290086,-77.0531786
785,4832890,Av. Universitaria,1305701570,1305701494,47926,47988,0.0232957,70,0.0003328,1000000,-11.9290086,-77.0531786,-11.9291937,-77.0532789
786,4832890,Av. Universitaria,1305701494,1271066729,47988,22398,0.0896928,70,0.0012813,1000000,-11.9291937,-77.0532789,-11.9299064,-77.053665
787,4832890,Av. Universitaria,1271066729,31080516,22398,22407,0.0141116,70,0.0002016,1000000,-11.9299064,-77.053665,-11.9300113,-77.053738
788,4832890,Av. Universitaria,31080516,1305701848,22407,47946,0.0773621,70,0.0011052,1000000,-11.9300113,-77.053738,-11.9306252,-77.0540726
789,4832890,Av. Universitaria,1305701848,1305701246,47946,47885,0.0242626,70,0.0003466,1000000,-11.9306252,-77.0540726,-11.9308177,-77.0541776
790,4832890,Av. Universitaria,1305701246,1272006099,47885,23046,0.0683998,70,0.0009771,1000000,-11.9308177,-77.0541776,-11.9313605,-77.0544734
791,4832890,Av. Universitaria,1272006099,1272006450,23046,23061,0.2809694,70,0.0040138,1000000,-11.9313605,-77.0544734,-11.9335791,-77.0557095
792,4832890,Av. Universitaria,1272006450,1305702059,23061,47892,0.0335533,70,0.0004793,1000000,-11.9335791,-77.0557095,-11.933844,-77.0558572
793,4832890,Av. Universitaria,1305702059,31080517,47892,47972,0.0141259,70,0.0002018,1000000,-11.933844,-77.0558572,-11.9339562,-77.0559181
794,4832890,Av. Universitaria,31080517,1305702071,47972,47800,0.011044,70,0.0001578,1000000,-11.9339562,-77.0559181,-11.9340428,-77.0559678
795,4832890,Av. Universitaria,1305702071,1305701700,47800,23085,0.0912281,70,0.0013033,1000000,-11.9340428,-77.0559678,-11.9347634,-77.0563687
796,4832890,Av. Universitaria,1305701700,1272936268,23085,23015,0.0142526,70,0.0002036,1000000,-11.9347634,-77.0563687,-11.934876,-77.0564313
797,4832890,Av. Universitaria,1272936268,1305701431,23015,47999,0.081021,70,0.0011574,1000000,-11.934876,-77.0564313,-11.935516,-77.0567873
798,4832890,Av. Universitaria,1305701431,1305701517,47999,48127,0.0268969,70,0.0003842,1000000,-11.935516,-77.0567873,-11.9357284,-77.0569056
799,4832890,Av. Universitaria,1305701517,1305701872,48127,47829,0.0444127,70,0.0006345,1000000,-11.9357284,-77.0569056,-11.9360785,-77.0571021
800,4832890,Av. Universitaria,1305701872,1305702007,47829,47912,0.6618247,70,0.0094546,1000000,-11.9360785,-77.0571021,-11.9412947,-77.0600283
801,4832890,Av. Universitaria,1305702007,1305701551,47912,47928,0.0215355,70,0.0003076,1000000,-11.9412947,-77.0600283,-11.9414716,-77.0601088
802,4832890,Av. Universitaria,1305701551,1272936304,47928,23791,0.0536499,70,0.0007664,1000000,-11.9414716,-77.0601088,-11.9419205,-77.0602893
803,4832890,Av. Universitaria,1272936304,769223701,23791,2922,0.032942,70,0.0004706,1000000,-11.9419205,-77.0602893,-11.942203,-77.0603805
804,4832890,Av. Universitaria,769223701,769223674,2922,2915,0.0141195,70,0.0002017,1000000,-11.942203,-77.0603805,-11.9423207,-77.0604292
805,4832890,Av. Universitaria,769223674,1305701493,2915,47824,0.0884367,70,0.0012634,1000000,-11.9423207,-77.0604292,-11.94309,-77.0606328
806,4832890,Av. Universitaria,1305701493,1305701365,47824,47802,0.0219292,70,0.0003133,1000000,-11.94309,-77.0606328,-11.9432842,-77.0606679
